kingdom,group,type,calendar_id,website,social,date_last_checked,location,lat,lng
Kingdom of Atlantia,Barony of Marinus,barony,17328f6a1f279a5ba835356980da620d0f23142b64be07aeeeb3588e3e58a9c9@group.calendar.google.com,http://www.baronyofmarinus.com,,2026-06-22,"Cities of Cheasapeake, Norfolk, Portsmouth, Suffolk and Virgina Beach, Isle of Wight",36.840076,-76.563561
Kingdom of Atlantia,Barony of Nottinghill Coill,barony,No Calendar Listed,http://www.nottinghillcoill.atlantia.sca.org,,2026-06-22,"Abbeville, Aiken, Allendale, Bamberg, Barnwell, Calhoun, Chester, Clarendon, Colleton, Edgefield, Greenwood, Hampton, Jasper, Lancaster, McCormick, Newberry, Orangeburg, Saldua, York",33.482701,-81.431786
Kingdom of Atlantia,Barony of Ponte Alto,barony,9p6lpvucu4govg1mb83ea4cntg@group.calendar.google.com,http://pontealto.atlantia.sca.org,,2026-06-22,"Arlington, Fairfax",38.881265,-77.120917
Kingdom of Atlantia,Barony of Raven's Cove,barony,p2le0sqe2up07bih2te3solrhs@group.calendar.google.com,http://ravenscove.atlantia.sca.org,,2026-06-22,Onslow,37.693675,-77.603221
Kingdom of Atlantia,Barony of Sacred Stone,barony,cea37ntjlu57osemvnn2787584@group.calendar.google.com,http://sacredstone.atlantia.sca.org,,2026-06-22,"Polk, Rowan, Rutherford, Wilkes, Ashe, Alleghany, Surry, Stokes, Rockingham, Watauga, Yadkin, Forsyth, Guilford, Avery, Caldwell, Alexander, Iredell, Davidson, Randolph, Burke, Catawba, Cleveland, Lincoln, Gason, Mecklenburt, Cabbarus, Stanly, Anson and Union",35.908526,-81.395258
Kingdom of Atlantia,Barony of Stierbach,barony,4rp7njkb496vkrej5ojnob7060@group.calendar.google.com,http://stierbach.org,,2026-06-22,"Clarke, Essex, Fairfax, Fauquier, Frederick, King George, Loudoun, Orange, Prince William, Rappahannock, Russell, Spotsylvania, Stafford, Warren, Westmoreland",38.682021,-77.579602
Kingdom of Atlantia,Barony of Stierbach,barony,hgo8uo0922ooib7hlvmshevg84@group.calendar.google.com,http://stierbach.org,,2026-06-22,No location,,
Kingdom of Atlantia,Barony of Storvik,barony,7lkik5usej15uli6d62cb6rt00@group.calendar.google.com,http://storvik.atlantia.sca.org,,2026-06-22,"District of Columbia, Prince Georges, Montgomery",39.140627,-77.207561
Kingdom of Atlantia,Barony of Tir-y-Don,barony,Practices added manually,http://tirydon.atlantia.sca.org,,2026-06-22,"Newport News and Carrollton, Virginia",36.962125,-76.559859
Kingdom of Atlantia,Barony of Windmasters' Hill,barony,simcal:http://www.windmastershill.org/,http://www.windmastershill.org,,2026-06-22,"Almance, Caswell, Chatham, Cumberland, Durham, Franklin, Granville, Halifax, Harnett, Hoke, Johnston, Lee, Moore, Nash, Orange, Person, Robeson, Rockingham, Sampson, Scotland, Vance, Wake, Warren, Wayne, Wilson",35.857161,-78.916468
Kingdom of Atlantia,Canton of Aire Faucon,canton,Practices added manually,http://airefaucon.atlantia.sca.org,,2026-06-22,"Cleveland, Gaston, Lincoln, Rutherford",35.375443,-81.459589
Kingdom of Atlantia,Canton of Attilium,canton,Practices added manually,https://www.windmastershill.org/wordpress/cantons/attilium/,,2026-06-22,"Bladen, Cumberland, Hoke, Robeson, Sampson, Scotland",34.870095,-78.932046
Kingdom of Atlantia,Canton of Brockore Abbey,canton,https://calendar.google.com/calendar/ical/webminister.brockore%40gmail.com/public/basic.ics,https://brockore.wixsite.com/brockore-abbey,,2026-06-22,"Chesterfield, Darlington, Kershaw, Lee, Marlboro, Sumter",34.331212,-80.15075
Kingdom of Atlantia,Canton of Buckston-on-Eno,canton,No Calendar Listed,http://buckston.atlantia.sca.org,,2026-06-22,"Durham, Granville",36.169572,-78.767277
Kingdom of Atlantia,Canton of Charlesbury Crossing,canton,No Calendar Listed,http://charlesbury.atlantia.sca.org,,2026-06-22,"Anson, Cabarrus, Mecklenburg, Stanly, Union",35.182767,-80.445219
Kingdom of Atlantia,Canton of Cydllan Downs,canton,Practices added manually,https://cydllan-downs.atlantia.sca.org/canton-activities/,,2026-06-22,"Fairfield, Lexington, Richland",34.108955,-81.101953
Kingdom of Atlantia,Canton of Elvegast,canton,Practices added manually,http://elvegast.atlantia.sca.org,,2026-06-22,"Raleigh, NC",35.780398,-78.639099
Kingdom of Atlantia,Canton of Falconcree,canton,No Calendar Listed,http://falconcree.org,,2026-06-22,"Cherokee, Greenville, Laurens, Spartanburg, Union",34.797622,-81.923303
Kingdom of Atlantia,Canton of Haukesgate,canton,https://calendar.google.com/calendar/ical/8c8f5mon8e5q9q2thkfj57d964%40group.calendar.google.com/public/basic.ics ,https://hawkwood.atlantia.sca.org/,,2026-06-22,,,
Kingdom of Atlantia,Canton of Kapellenberg,canton,No Calendar Listed,http://kapellenberg.atlantia.sca.org,,2026-06-22,"Durham, Orange",36.039321,-78.996213
Kingdom of Atlantia,Canton of Middlegate,canton,No Calendar Listed,http://middlegate.atlantia.sca.org,,2026-06-22,"Davidson, Guilford, Randolph, Rockingham, Stokes",36.079375,-79.954165
Kingdom of Atlantia,Canton of Misty Marsh by the Sea,canton,No Calendar Listed,http://www.hiddenmountain.atlantia.sca.org/misty-marsh-by-the-sea/,,2026-06-22,"Clarendon, Dillon, Florence, Horry, Marion",34.00622,-79.527056
Kingdom of Atlantia,Canton of Moorhaven,canton,No Calendar Listed,http://www.hiddenmountain.atlantia.sca.org/canton-of-moorhaven/,,2026-06-22,City of Myrtle Beach,33.661391,-78.940302
Kingdom of Atlantia,Canton of Nimenefeld,canton,No Calendar Listed,https://www.windmastershill.org/wordpress/cantons/nimenefeld/,,2026-06-22,"Harnett, Johnston, Wake",35.571537,-78.617043
Kingdom of Atlantia,Canton of Ritterwald,canton,Practices added manually,http://ritterwald.atlantia.sca.org/,,2026-06-22,"Aiken, Allendale, Barnwell, Edgefield",33.566574,-81.719398
Kingdom of Atlantia,Canton of Saint Georges,canton,No Calendar Listed,http://stgeorge.atlantia.sca.org,,2026-06-22,"Anderson, Oconee, Pickens",34.725438,-82.827436
Kingdom of Atlantia,Canton of Salesberie Glen,canton,No Calendar Listed,http://salesberieglen.atlantia.sca.org,,2026-06-22,Rowan,35.631595,-80.517175
Kingdom of Atlantia,Canton of Stormwall,canton,https://calendar.google.com/calendar/ical/noa4reqbs11esg21gjjefa9k5g%40group.calendar.google.com/public/basic.ics ,https://sites.google.com/site/stormwallsca/,,2026-06-22,"Cherokee, Clay, Graham, Haywood, Jackson, Macon, Swain",35.253458,-83.530361
Kingdom of Atlantia,Canton of Sudentorre,canton,No Calendar Listed,http://sudentorre.atlantia.sca.org,,2026-06-22,"Spotsylvania, VA",38.296642,-77.680902
Kingdom of Atlantia,Canton of Tear-Sea's Shore,canton,No Calendar Listed,http://www.hiddenmountain.atlantia.sca.org/canton-of-tear-seas-shore/,,2026-06-22,"Berkeley, Charleston, Colleton, Dorchester",32.97814,-80.181739
Kingdom of Atlantia,Shire of Border Vale Keep,shire,https://calendar.google.com/calendar/ical/c_7ecc43e3e4bbc838bf6f078f5f19b84395184d5f40a493c1e23e7e921ccf5dd2%40group.calendar.google.com/public/basic.ics,http://bordervalekeep.atlantia.sca.org,,2026-06-22,"Augusta, GA, USA",33.469036,-82.031803
Kingdom of Atlantia,Shire of Isenfir,shire,No Calendar Listed,http://isenfir.atlantia.sca.org,,2026-06-22,"Crozet, Virginia, USA",38.067383,-78.700797
Kingdom of Atlantia,Shire of Roxbury Mill,shire,Practices added manually,http://roxburymill.atlantia.sca.org,,2026-06-22,"2200 Baltimore Road, Rockville, MD",39.087313,-77.11614
Kingdom of Atlantia,Shire of Seareach,shire,Practices added manually,https://www.seareach.atlantia.sca.org/,,2026-06-22,"Wilmington, North Carolina",34.237049,-77.979089
Kingdom of Atlantia,Shire of Spiaggia Levantina,shire,No Calendar Available,https://www.facebook.com/SpaiggiaLevantina/,,2026-06-22,Eastern Shore of Maryland,38.214037,-75.682877
Kingdom of Atlantia,Shire of Ursus Bay,shire,https://calendar.google.com/calendar/ical/seneschal%40ursusbay.atlantia.sca.org/public/basic.ics,http://ursus-bay.atlantia.sca.org/,,2026-06-22,Craven County,35.080857,-77.043998
Kingdom of Avacal,Barony of Borealis,barony,https://calendar.google.com/calendar/ical/bijsb8hhg22cvhlrlf4g0g8nlqgig3io%40import.calendar.google.com/public/basic.ics,https://borealis.avacal.org/calendar/,,2026-06-22,Edmonton,53.546205,-113.491241
Kingdom of Avacal,Barony of Montengarde,barony,https://calendar.google.com/calendar/ical/7mkve7499u31g3mqud535qe24c%40group.calendar.google.com/public/basic.ics,http://www.montengarde.org,,2026-06-22,Calgary,51.045606,-114.057541
Kingdom of Avacal,Barony of Montengarde – events,barony,https://calendar.google.com/calendar/ical/mdnm0drollm28olac34q2f0iqg%40group.calendar.google.com/public/basic.ics,http://www.montengarde.org,,,No location,,
Kingdom of Avacal,Barony of Myrgan Wood,barony,No Calendar Available,http://www.myrganwood.org/,,2026-06-22,Saskatoon,52.131802,-106.660767
Kingdom of Avacal,Shire of Ayresgarde,shire,No Calendar Listed,https://www.facebook.com/groups/Ayresgarde/&ved=2ahUKEwje9taXpN2TAxVQv4kEHaNAIrYQFnoECBwQAQ&usg=AOvVaw3hNmWbioYbU_NtjDkwYrPg,,2026-06-22,"Cranbrook and Kimberly, BC and area",49.510748,-115.767277
Kingdom of Avacal,Shire of Bordergate,shire,No Calendar Listed,https://quadwar.avacal.org/shire-of-bordergate/,,2026-06-22,"Cold Lake, AB and area",54.46046,-110.192871
Kingdom of Avacal,Shire of Sigelhundas,shire,No Calendar Available,https://sigelhundas.avacal.org/,,2026-06-22,"Regina, SK and area",50.447973,-104.615876
Kingdom of Avacal,Shire of Valley Wold,shire,No Calendar Listed,https://www.facebook.com/groups/valleywold,,2026-06-22,"Moose Jaw, SK and area",50.396721,-105.535666
Kingdom of Avacal,Shire of Vinjar,shire,No Calendar Listed,https://www.facebook.com/groups/274358419340188,,2026-06-22,"Grande Prairie, AB and area",55.17108,-118.794987
Kingdom of Avacal,Shire of Windwyrm,shire,No Calendar Listed,https://shire-of-windwyrm.carrd.co/,,2026-06-22,"Lethbridge, AB and area",49.842087,-112.678755
Kingdom of Caid,Barony of Altavia,barony,https://calendar.google.com/calendar/ical/gu6n17set8drqc7o67hj1uinjo%40group.calendar.google.com/public/basic.ics,https://altavia.sca-caid.org/,,2026-06-22,"Van Nuys, California",34.186619,-118.448667
Kingdom of Caid,Barony of Calafia,barony,https://calendar.google.com/calendar/ical/baronyofcalafia%40gmail.com/public/basic.ics,https://places.sca-caid.org/calafia/,,2026-06-22,"San Diego, California",32.71742,-117.162772
Kingdom of Caid,Barony of Calafia (Arts and Sciences Events),barony,https://calendar.google.com/calendar/ical/5r075e2mp1oj8jgpefcll7s7qc%40group.calendar.google.com/public/basic.ics,https://places.sca-caid.org/calafia/,,,No location,,
Kingdom of Caid,Barony of Calafia (Practices),barony,https://calendar.google.com/calendar/ical/e71oja30thiadvruvf74bstqs4%40group.calendar.google.com/public/basic.ics,https://places.sca-caid.org/calafia/,,,No location,,
Kingdom of Caid,Barony of Calafia (Guild Events),barony,https://calendar.google.com/calendar/ical/1ogsorjqknifb55tj3q3vlkhlg%40group.calendar.google.com/public/basic.ics,https://places.sca-caid.org/calafia/,,,No location,,
Kingdom of Caid,Barony of Dreiburgen,barony,No Calendar Available,https://dreiburgen.sca-caid.org/,,2026-06-22,"Redlands, California",34.055033,-117.182744
Kingdom of Caid,Barony of Dun Or,barony,No Calendar Available,https://dunor.sca-caid.org/,,2026-06-22,"Lancaster, California",34.698106,-118.136615
Kingdom of Caid,Barony of Gyldenholt,barony,https://calendar.google.com/calendar/ical/gyldenholt.calendar%40gyldenholt.sca-caid.org/public/basic.ics ,http://places.sca-caid.org/Gyldenholt,,2026-06-22,"Santa Ana, California",33.749495,-117.873221
Kingdom of Caid,Barony of Lyondemere,barony,https://calendar.google.com/calendar/ical/9r2n0qvt5de644ur3ojf890g48%40group.calendar.google.com/public/basic.ics,https://lyondemere.sca-caid.org/,,2026-06-22,"Long Beach, California",33.769016,-118.191604
Kingdom of Caid,Barony of Naevehjem,barony,https://calendar.google.com/calendar/ical/c_eba5552a07c2dc90220cc48f097db4ecfdd14de97b5b22e98ff961557c1a43d7%40group.calendar.google.com/public/basic.ics,http://places.sca-caid.org/naevehjem,,2026-06-22,"Ridgecrest, California",35.620692,-117.672097
Kingdom of Caid,Barony of Nordwache,barony,https://calendar.google.com/calendar/ical/webwright.officer%40nordwache.sca-caid.org/public/basic.ics,http://places.sca-caid.org/nordwache,,2026-06-22,"Fresno, California",36.739442,-119.78483
Kingdom of Caid,Barony of Starkhafn,barony,No Calendar Available,https://starkhafn.sca-caid.org/,,2026-06-22,"Las Vegas, Nevada",36.167426,-115.148413
Kingdom of Caid,Barony of Western Seas,barony,https://calendar.google.com/calendar/ical/7lfrh3khtcgf183pqdltc5m7c4%40group.calendar.google.com/public/basic.ics,https://westernseas.sca-caid.org/,,2026-06-22,"Honolulu, Hawaii",21.304547,-157.855676
Kingdom of Caid,Barony of Wintermist,barony,https://calendar.google.com/calendar/ical/webwright.officer%40wintermist.sca-caid.org/public/basic.ics ,https://places.sca-caid.org/wintermist/,,2026-06-22,"Bakersfield, California",35.373871,-119.019463
Kingdom of Caid,Barony of the Angels,barony,https://calendar.google.com/calendar/ical/baronyofangels%40gmail.com/public/basic.ics,http://places.sca-caid.org/angels,,2026-06-22,"Los Angeles, California",34.053691,-118.242766
Kingdom of Caid,Shire Of Carreg Wen,shire,No Calendar Listed,https://carreg-wen.sca-caid.org/,,2026-06-22,"Lompoc, California",34.63915,-120.457901
Kingdom of Caid,Shire of Al-Sahid,shire,No Calendar Listed,http://places.sca-caid.org/alsahid/,,2026-06-22,"Victorville, California",34.536107,-117.291156
Kingdom of Caid,Shire of Darach,shire,No Calendar Listed,https://places.sca-caid.org/darach/,,2026-06-22,"Ventura, California",34.445825,-119.077936
Kingdom of Caid,Shire of the Isles,shire,No Calendar Listed,https://places.sca-caid.org/isles,,2026-06-22,"Santa Barbara, California",34.422132,-119.702667
Kingdom of Calontir,Barony Of Vatavia,barony,No Calendar Available,https://vatavia.calontir.org,,2026-06-22,"Wichita, Kansas",37.692236,-97.337545
Kingdom of Calontir,Barony of Coeur d'Ennui,barony,https://calendar.google.com/calendar/ical/baronycde%40gmail.com/public/basic.ics,https://cde.calontir.org,,2026-06-22,"Des Moines, Iowa",41.586865,-93.624949
